Date,Mode,Category,Subcategory,Note,Amount,Expense,Currency
2017-07-23 16:02:41,Cash,Household,Appliances,For tata sky installation (100 rs given by Family ),200.0,Expense,INR
2017-07-24 10:03:43,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-07-24 10:04:20,Saving Bank account 1,Food,Eggs,4 eggs,22.0,Expense,INR
2017-07-24 21:52:22,Credit Card,Food,snacks,Garlic bread + periperi masala fries,248.0,Expense,INR
2017-07-25 19:31:06,Saving Bank account 1,Other,Trip,Tours and Travel,20000.0,Expense,INR
2017-07-27 06:05:30,Cash,Household,Appliances,Distilled water refill Inverter (Rs.100 given by Family),200.0,Expense,INR
2017-07-27 20:05:23,Credit Card,Food,Lunch,Chicken lollypop 4 pcs,203.0,Expense,INR
2017-07-27 20:33:23,Credit Card,Food,Dinner,Non veg overloaded pizza,215.0,Expense,INR
2017-07-28 11:30:45,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-07-28 11:31:02,Cash,Transportation,Train,2 Place 0 to Place 6 return,20.0,Expense,INR
2017-07-28 11:31:24,Credit Card,Health,Hospital,Hospital consultation,3050.0,Expense,INR
2017-07-28 15:25:34,Credit Card,Health,Medicine,Hospital consultation,167.0,Expense,INR
2017-07-28 16:20:14,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-07-29 09:48:55,Saving Bank account 1,Transportation,auto,ola auto - Current Residence to hospital Place 6,97.0,Expense,INR
2017-07-29 13:30:49,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-07-29 13:30:49,Credit Card,Health,Medicine,Hospital consultation,556.0,Expense,INR
2017-07-30 14:19:42,Cash,Transportation,Train,Place 0 to Place 4 return,20.0,Expense,INR
2017-07-30 14:20:18,Cash,Food,snacks,Chicken roll kasha,100.0,Expense,INR
2017-07-30 15:36:42,Saving Bank account 1,Household,Appliances,Laptop repair ( 128gb SSD rs 2200+ 500gb HDD Rs.1800 + Msoffice+ windows),3000.0,Expense,INR
2017-07-30 15:38:49,Cash,Household,Appliances,Laptop repair,1000.0,Expense,INR
2017-07-30 21:33:27,Saving Bank account 1,Transportation,Travels,2 Neeta travels : Place A to pune,895.0,Expense,INR
2017-07-30 21:33:27,Cash,Food,Grocery,Dahi 2 packets,20.0,Expense,INR
2017-07-31 09:51:59,Saving Bank account 1,Food,Eggs,4 eggs,22.0,Expense,INR
2017-07-31 12:12:39,Cash,Transportation,auto,ola auto - Current Residence to McD,65.0,Expense,INR
2017-07-31 21:14:52,Saving Bank account 1,Food,Dinner,Catering Service:Chicken masala (90)+2 chapati (10),100.0,Expense,INR
2017-08-01 12:19:28,Saving Bank account 1,Utilities,Netflix,1 month subscription,149.0,Expense,INR
2017-08-01 13:55:38,Cash,Transportation,auto,Place 2 bus stand to Permanent Residence,50.0,Expense,INR
2017-08-02 18:31:25,Saving Bank account 1,Shopping,Laundry,Handbag to Family,1499.0,Expense,INR
2017-08-03 17:13:43,Saving Bank account 1,Food,Ice cream,naturals,150.0,Expense,INR
2017-08-05 09:36:53,Saving Bank account 1,Food,breakfast,Poha 25+ tea 10,35.0,Expense,INR
2017-08-05 12:30:32,Saving Bank account 1,Food,Dinner,Egg fry + chicken lollypop,191.0,Expense,INR
2017-08-06 09:28:40,Cash,Entertainment,Movie,2 tickets - Cinepolis 4DX 3D,760.0,Expense,INR
2017-08-06 12:18:28,Saving Bank account 1,Food,Eggs,6 pcs,35.0,Expense,INR
2017-08-06 12:49:49,Saving Bank account 1,Food,breakfast,Bread,35.0,Expense,INR
2017-08-06 12:54:56,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-08-06 13:06:34,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-08-06 13:16:13,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-08-07 12:17:53,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-08-07 13:24:34,Saving Bank account 1,Food,Grocery,Pizza base packet - Patil dairy,30.0,Expense,INR
2017-08-07 18:22:44,Saving Bank account 1,Food,Eggs,4 eggs,26.0,Expense,INR
2017-08-08 08:58:49,Saving Bank account 1,Other,Trip,Tours and Travel,43000.0,Expense,INR
2017-08-08 09:41:53,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
2017-08-09 08:12:16,Cash,Food,flour mill,M D sure 4kg atta,196.0,Expense,INR
2017-08-09 17:57:02,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,1440.0,Expense,INR
2017-08-10 10:16:13,Credit Card,Shopping,Laundry,For Friend,6500.0,Expense,INR
2017-08-10 12:07:46,Credit Card,Other,clothes,Fab India,3198.0,Expense,INR
2017-08-11 17:08:35,Saving Bank account 1,Food,fruits,1 kg apple,130.0,Expense,INR
2017-08-11 17:28:37,Credit Card,Household,Kirana,No Notes,539.0,Expense,INR
2017-08-12 08:50:41,Saving Bank account 1,Food,Dinner,Home Food Delivery - roti 17*4+ paneer chatpata 190+ veg crispy 150,408.0,Expense,INR
2017-08-14 11:44:04,Credit Card,Household,Kirana,Biscuits+ onions,112.0,Expense,INR
2017-08-14 20:03:33,Credit Card,Household,Appliances,Steam machine,320.0,Expense,INR
2017-08-15 12:51:45,Saving Bank account 1,Food,Milk,1.5 lit milk ,99.0,Expense,INR
2017-08-15 19:36:01,Credit Card,Household,Appliances,Wifi Router TP link,1400.0,Expense,INR
2017-08-17 19:36:33,Cash,Food,snacks,2 Bhaji pav + 1 vadapav,45.0,Expense,INR
2017-08-17 19:38:57,Cash,Household,Kirana,Sugar 1kg Rs.55 + shengdana Rs.33,88.0,Expense,INR
2017-08-18 15:33:07,Cash,Other,Pocket money,No Notes,100.0,Expense,INR
2017-08-19 11:48:49,Saving Bank account 1,Utilities,Tata Sky,Current Residence - Tata Play recharge,217.0,Expense,INR
2017-08-19 11:49:24,Cash,Household,Kirana,Dettol sanitizer,45.0,Expense,INR
2017-08-19 11:49:46,Cash,Household,Kirana,Colgate max fresh small,20.0,Expense,INR
2017-08-19 11:50:16,Cash,Household,Appliances,2 locks for bags,60.0,Expense,INR
2017-08-20 00:07:49,Credit Card,Household,Furniture,Foldable wardrobe,569.0,Expense,INR
2017-08-20 00:08:12,Credit Card,Other,Pocket money,Mobile cover moto G5 plus,239.0,Expense,INR
2017-08-20 09:37:13,Cash,Shopping,Laundry,clothes ironing : Rs 6 per item,48.0,Expense,INR
2017-08-20 20:57:08,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-08-20 20:57:31,Cash,Transportation,Train,2 Place 0 to dadar return,60.0,Expense,INR
2017-08-20 20:58:05,Cash,Transportation,Taxi,Dadar West to siddhivinayak,25.0,Expense,INR
2017-08-20 20:58:50,Saving Bank account 1,Transportation,Taxi,Ola cab - siddhivinayak to BKC,361.0,Expense,INR
2017-08-20 20:59:43,Cash,Transportation,auto,BKC to kurla station,60.0,Expense,INR
2017-08-20 21:00:13,Credit Card,Food,Lunch,280 chicken dum biryani+ 200 paneer tikka laziz + GST,504.0,Expense,INR
2017-08-20 21:01:24,Credit Card,Food,Ice cream,Baskin Robbins,166.0,Expense,INR
2017-08-21 11:52:41,Saving Bank account 1,Education,Stationary,15 fevistick + 12 xerox2 & print2,27.0,Expense,INR
2017-08-21 11:58:05,Saving Bank account 1,Shopping,Accessories,Lens cleaner,80.0,Expense,INR
2017-08-21 11:59:10,Saving Bank account 1,Food,Grocery,1.5 kg onions,33.0,Expense,INR
2017-08-21 18:02:12,Saving Bank account 1,Shopping,grooming,Shaving,50.0,Expense,INR
2017-08-21 18:02:58,Saving Bank account 1,Household,Appliances,Selfie stick Bluetooth tripod,280.0,Expense,INR
2017-08-22 16:11:00,Cash,Other,Pocket money,No Notes,5000.0,Expense,INR
2017-08-22 16:11:00,Cash,Household,Kitchen,Mahanagar Gas connection installation,300.0,Expense,INR
2017-08-23 14:07:44,Cash,Transportation,Taxi,Ola cab - Current Residence to Domestic airport T1,850.0,Expense,INR
2017-08-23 14:08:23,Cash,Food,Lunch,180 Chicken Sandwich + 120 vada pav & Samosa,300.0,Expense,INR
2017-08-24 16:09:05,Credit Card,Shopping,Clothing,Jaipuri handprinted Maharani Saree (1850 Two pcs + 1500 1 pc),5200.0,Expense,INR
2017-08-24 16:09:59,Credit Card,Household,home decor,2 Bedsheets (1500 each),3000.0,Expense,INR
2017-08-24 22:31:56,Credit Card,Food,Eating out,roof top lounge  (200 french fries + 100 masala tea)+15 GST + 10 Tip,325.0,Expense,INR
2017-08-24 22:31:56,Cash,Transportation,auto,Auto : Mahal to hotel,40.0,Expense,INR
2017-08-25 05:51:28,Cash,Health,Medicine,strepsils 13 pills,39.0,Expense,INR
2017-08-26 22:17:11,Cash,Food,breakfast,Parle G chota pack,5.0,Expense,INR
2017-08-27 04:44:32,Cash,Other,Trip,Misc expense,100.0,Expense,INR
2017-08-27 04:44:32,Cash,Health,Medicine,Vicks inhaler,59.0,Expense,INR
2017-08-27 04:44:32,Cash,Transportation,auto,market to resort,200.0,Expense,INR
2017-08-28 12:06:47,Cash,Food,snacks,2 chips packets,20.0,Expense,INR
2017-08-28 12:06:47,Cash,Other,Trip,Misc expense,200.0,Expense,INR
2017-08-29 12:03:54,Cash,Transportation,Taxi,Ola cab - Domestic airport T1 to Current Residence,640.0,Expense,INR
2017-08-30 21:59:50,Saving Bank account 1,Health,Medicine,5 Meftal spas,22.0,Expense,INR
2017-08-31 06:56:17,Saving Bank account 1,Food,Milk,1.5 lit milk ,99.0,Expense,INR
2017-08-31 10:21:37,Cash,Household,Kirana,Nariyal,25.0,Expense,INR
2017-08-31 10:22:07,Cash,Household,Kirana,Janeyu,5.0,Expense,INR
2017-08-31 10:22:22,Cash,Household,Kirana,Honey small bottle,10.0,Expense,INR
2017-08-31 10:23:19,Cash,Household,Toiletries,Odonil,60.0,Expense,INR
2017-08-31 16:31:29,Saving Bank account 2,Other,Pocket money,Sms charges + GST,17.7,Expense,INR
2017-09-01 09:56:30,Saving Bank account 1,Food,Grocery,Himalaya soap(30) + Sofie (59) + kitkat (10),99.0,Expense,INR
2017-09-01 12:43:19,Cash,Shopping,grooming,hair cut+shaving,80.0,Expense,INR
2017-09-03 08:04:34,Cash,Food,beverage,2 orange juices,100.0,Expense,INR
2017-09-03 13:45:58,Saving Bank account 1,Food,Grocery,2 Schwan chutteny + 2 cheese cube + amul butter,100.0,Expense,INR
2017-09-05 08:03:53,Saving Bank account 1,Food,Dinner,4 chapati,20.0,Expense,INR
2017-09-05 13:41:35,Saving Bank account 1,Food,Lunch,Chana masala 30 + 3 chapati,45.0,Expense,INR
2017-09-05 17:25:55,Cash,Food,Ice cream,Cornetto butterscotch,40.0,Expense,INR
2017-09-05 17:38:09,Cash,Food,Tea,No Notes,10.0,Expense,INR
2017-09-07 08:09:57,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-09-07 08:16:38,Credit Card,Household,Kirana,No Notes,2923.0,Expense,INR
2017-09-07 09:47:36,Saving Bank account 1,Transportation,Train,2 Place 0 to Place 3 returns,80.0,Expense,INR
2017-09-07 17:32:23,Saving Bank account 1,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-09-07 17:49:36,Saving Bank account 1,Transportation,Bus,2 Place 3m to Mumbai vidyapeeth,12.0,Expense,INR
2017-09-07 18:51:14,Saving Bank account 1,Food,snacks,Vadapav,20.0,Expense,INR
2017-09-08 13:08:41,Saving Bank account 1,Household,Toiletries,Dettol liquid handwash refill,218.0,Expense,INR
2017-09-08 18:51:52,Saving Bank account 1,Health,Medicine,Move jel,125.0,Expense,INR
2017-09-09 08:45:23,Cash,Health,Medicine,V-wash,45.0,Expense,INR
2017-09-10 09:51:50,Saving Bank account 1,Utilities,Wifi Internet Service,1 Year Plan (40mbps + UL+ 3 Months Free),5640.0,Expense,INR
2017-09-10 13:08:19,Cash,Food,fruits,No Notes,230.0,Expense,INR
2017-09-10 17:18:29,Cash,Food,Grocery,vegetables,280.0,Expense,INR
2017-09-11 08:00:08,Cash,Shopping,Laundry,clothes ironing : Rs 6 per item,72.0,Expense,INR
2017-09-11 09:02:25,Cash,Household,Toiletries,Colgate max fresh small,20.0,Expense,INR
2017-09-11 09:41:12,Saving Bank account 1,Food,Milk,1 lit ,70.0,Expense,INR
2017-09-11 12:34:40,Credit Card,Household,Kirana,No Notes,67.0,Expense,INR
2017-09-11 13:08:06,Saving Bank account 1,Food,Lunch,Bhendi bhaji,40.0,Expense,INR
2017-09-11 13:38:00,Saving Bank account 1,Health,Medicine,Acne Star cream,100.0,Expense,INR
2017-09-12 09:52:07,Cash,Food,Lunch,Catering Service,85.0,Expense,INR
2017-09-13 21:24:47,Saving Bank account 1,Food,Dinner,Sugaran Kitchen,110.0,Expense,INR
2017-09-14 06:21:12,Saving Bank account 1,Utilities,Tata Sky,Current Residence - Tata Play recharge,100.0,Expense,INR
2017-09-14 06:21:12,Credit Card,Food,Lunch,No Notes,282.0,Expense,INR
2017-09-15 09:56:20,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
2017-09-15 09:56:30,Saving Bank account 1,Food,breakfast,2 plates poha,50.0,Expense,INR
2017-09-15 09:56:50,Saving Bank account 1,Food,Tea,2 tea parcel,24.0,Expense,INR
2017-09-15 11:46:38,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1 - Novelty tour and travels,1400.0,Expense,INR
2017-09-15 11:47:49,Saving Bank account 1,Health,Hospital,Doctor Fees,150.0,Expense,INR
2017-09-15 11:48:08,Saving Bank account 1,Health,Medicine,No Notes,373.0,Expense,INR
2017-09-15 11:48:48,Cash,Food,fruits,Nariyal,55.0,Expense,INR
2017-09-15 13:32:36,Saving Bank account 1,Food,Lunch,No Notes,130.0,Expense,INR
2017-09-15 22:32:40,Cash,Food,Dinner,Sugaran Kitchen,60.0,Expense,INR
2017-09-17 10:50:09,Saving Bank account 1,Food,Milk,1.5 lit milk ,99.0,Expense,INR
2017-09-17 10:50:23,Saving Bank account 1,Food,Bread,No Notes,35.0,Expense,INR
2017-09-17 10:50:40,Credit Card,Household,Kirana,Supermart,558.0,Expense,INR
2017-09-17 12:45:37,Saving Bank account 1,Health,Medicine,No Notes,151.0,Expense,INR
2017-09-17 21:47:23,Saving Bank account 1,Household,Kirana,No Notes,114.0,Expense,INR
2017-09-18 10:22:20,Cash,Food,fruits,Nariyal,55.0,Expense,INR
2017-09-18 10:22:42,Cash,Food,fruits,half kg chiku,60.0,Expense,INR
2017-09-18 20:35:36,Saving Bank account 1,Health,Medicine,No Notes,55.0,Expense,INR
2017-09-20 14:01:26,Cash,Other,Pocket money,No Notes,20.0,Expense,INR
2017-09-20 14:01:38,Saving Bank account 1,Other,Pocket money,CSR,100.0,Expense,INR
2017-09-20 19:14:29,Saving Bank account 1,Health,Health,Surgical gloves pair,20.0,Expense,INR
2017-09-21 07:52:53,Cash,Other,Pocket money,No Notes,70.0,Expense,INR
2017-09-21 08:05:45,Cash,Transportation,Train,Place 0 to dadar return,30.0,Expense,INR
2017-09-21 12:45:22,Cash,Food,Tea,No Notes,10.0,Expense,INR
2017-09-21 12:45:28,Cash,Food,snacks,Vadapav,15.0,Expense,INR
2017-09-21 15:06:36,Cash,Transportation,auto,Place 0 to Current Residence,15.0,Expense,INR
2017-09-21 15:07:52,Cash,Other,Pocket money,Umbrella cover repair,10.0,Expense,INR
2017-09-23 21:04:58,Saving Bank account 1,Food,Dinner,Chicken masala gravy,100.0,Expense,INR
2017-09-24 11:36:37,Saving Bank account 1,Shopping,grooming,hair cut,100.0,Expense,INR
2017-09-24 11:36:54,Cash,Food,Sweets,Half kg pedhe,280.0,Expense,INR
2017-09-24 15:58:33,Credit Card,Entertainment,Movie,2,560.0,Expense,INR
2017-09-24 21:05:24,Cash,Transportation,Train,Place 0 to WS return,10.0,Expense,INR
2017-09-24 21:05:55,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-09-25 17:56:56,Saving Bank account 1,Food,fruits,Apple 2 kg (110) + Banana 1kg (80),300.0,Expense,INR
2017-09-25 17:57:52,Saving Bank account 1,Food,fruits,half kg chiku,30.0,Expense,INR
2017-09-27 15:53:49,Saving Bank account 1,Shopping,Laundry,farewell contribution,334.0,Expense,INR
2017-09-27 20:17:00,Cash,Household,Kirana,No Notes,312.0,Expense,INR
2017-09-28 16:58:46,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2388.0,Expense,INR
2017-09-28 18:32:23,Saving Bank account 1,Utilities,Tata Sky,Current Residence - Tata Play recharge,215.0,Expense,INR
2017-09-29 21:52:32,Saving Bank account 1,Health,Medicine,3 tablet Nor tz,21.0,Expense,INR
2017-09-29 21:53:08,Cash,Food,Ice cream,Vanila cup,10.0,Expense,INR
2017-09-29 21:53:28,Cash,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-09-29 21:53:47,Cash,Shopping,Laundry,clothes ironing : Rs 6 per item,60.0,Expense,INR
2017-09-30 17:03:55,Cash,Household,Kitchen,Cooktop installation+ base,600.0,Expense,INR
2017-09-30 20:22:53,Cash,Food,Grocery,vegetables,30.0,Expense,INR
2017-09-30 20:23:13,Saving Bank account 1,Food,Grocery,vegetables,135.0,Expense,INR
2017-09-30 20:24:02,Saving Bank account 1,Household,Kirana,Supermart,155.0,Expense,INR
2017-09-30 20:24:16,Saving Bank account 1,Health,Medicine,Candid dusting powder,59.0,Expense,INR
2017-10-01 18:24:43,Cash,Food,fruits,1 kg apple + bananas,160.0,Expense,INR
2017-10-03 12:14:19,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-10-03 13:35:31,Saving Bank account 1,Transportation,Travels,2 Place 2 to Place 1,1599.98,Expense,INR
2017-10-03 17:16:51,Saving Bank account 1,Food,Milk,milk 1lit ,62.0,Expense,INR
2017-10-03 18:00:46,Saving Bank account 1,Food,snacks,3 plate kachori,72.0,Expense,INR
2017-10-04 08:05:51,Saving Bank account 1,Food,beverage,sugarcane juice,20.0,Expense,INR
2017-10-05 08:03:01,Saving Bank account 1,Food,Dinner,4 chapati,20.0,Expense,INR
2017-10-05 08:44:31,Saving Bank account 1,Food,breakfast,Tea + 2 kachori,34.0,Expense,INR
2017-10-05 09:27:25,Saving Bank account 1,Education,Stationary,2 envelope,24.0,Expense,INR
2017-10-05 09:48:47,Saving Bank account 1,Food,Lunch,Dudhi 30 + 3 chapati,45.0,Expense,INR
2017-10-05 12:09:39,Saving Bank account 1,Education,Stationary,Courier,100.0,Expense,INR
2017-10-05 12:14:39,Saving Bank account 1,Education,Stationary,Xerox,12.0,Expense,INR
2017-10-05 12:55:40,Cash,Food,snacks,Sweet bread cake 85 + veg puff 2,125.0,Expense,INR
2017-10-06 08:00:58,Saving Bank account 1,Transportation,train,2 Kushinagar express (LTT to Place 2),501.0,Expense,INR
2017-10-06 13:12:04,Saving Bank account 1,Health,Medicine,Covaxin booster dose,386.0,Expense,INR
2017-10-06 13:36:09,Saving Bank account 1,Utilities,Newspaper,TOI,170.0,Expense,INR
2017-10-07 08:05:42,Saving Bank account 1,Food,Rajgira ladu,2 packets,50.0,Expense,INR
2017-10-08 08:02:35,Saving Bank account 1,Household,Kirana,Dahi (42) + Vanilla essance (34),76.0,Expense,INR
2017-10-08 12:03:59,Saving Bank account 1,Food,Milk,milk 1lit ,66.0,Expense,INR
2017-10-09 18:49:11,Saving Bank account 1,Household,Kirana,Supermart,514.0,Expense,INR
2017-10-10 09:01:08,Cash,Household,Kitchen,flour mill,14.0,Expense,INR
2017-10-12 08:18:18,Cash,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-10-12 12:24:02,Cash,Food,fruits,No Notes,310.0,Expense,INR
2017-10-12 13:09:09,Saving Bank account 1,Food,Lunch,Catering Service,65.0,Expense,INR
2017-10-12 18:28:20,Cash,Food,vegetables,No Notes,90.0,Expense,INR
2017-10-13 12:33:18,Cash,Other,Pocket money,No Notes,70.0,Expense,INR
2017-10-18 19:16:25,Credit Card,Transportation,train,2 Place 3 to Place 2 : Amritsar express 3AC,1231.0,Expense,INR
2017-10-18 19:24:45,Credit Card,Transportation,train,2 Place 2 to Place 3 : Sevagram express 3AC,1333.0,Expense,INR
2017-10-19 21:44:36,Cash,Food,snacks,Gupta bhel,25.0,Expense,INR
2017-10-20 19:54:58,Cash,Entertainment,Diwali,Rangoli + stamp,20.0,Expense,INR
2017-10-20 23:03:35,Saving Bank account 1,Shopping,Laundry,farewell contribution,200.0,Expense,INR
2017-10-21 19:30:30,Cash,Food,Grocery,Onion half kg 13 + milkybar 10 + Colgate maxfresh 10,33.0,Expense,INR
2017-10-21 21:32:40,Credit Card,Other,Pocket money,ipad cover + case,1888.0,Expense,INR
2017-10-22 18:35:25,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,50.0,Expense,INR
2017-10-23 04:23:50,Saving Bank account 1,Utilities,Tata Sky,Permanent Residence - Tata Play recharge,191.0,Expense,INR
2017-10-23 09:02:11,Cash,Household,Kirana,No Notes,50.0,Expense,INR
2017-10-23 11:03:59,Cash,Household,Kitchen,flour mill,27.0,Expense,INR
2017-10-23 18:54:46,Cash,Household,Toiletries,Dettol liquid handwash refill,99.0,Expense,INR
2017-10-23 18:57:11,Cash,Entertainment,Diwali,Aakash kandil,200.0,Expense,INR
2017-10-23 19:00:08,Cash,Shopping,Footwear,Slippers,220.0,Expense,INR
2017-10-23 21:28:37,Cash,Household,Toiletries,Shampoo sachets,9.0,Expense,INR
2017-10-24 10:58:47,Cash,Food,snacks,Dahi,10.0,Expense,INR
2017-10-24 18:27:42,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-10-26 13:01:57,Cash,Entertainment,Diwali,Offering,500.0,Expense,INR
2017-10-26 16:34:04,Cash,Entertainment,Diwali,Offering,10.0,Expense,INR
2017-10-26 19:23:26,Cash,Entertainment,Diwali,Offering,50.0,Expense,INR
2017-10-26 19:24:35,Cash,Transportation,auto,within city,50.0,Expense,INR
2017-10-27 12:55:49,Cash,Transportation,auto,Permanent Residence to bus stand,40.0,Expense,INR
2017-10-29 21:54:53,Credit Card,Utilities,Hotstar,subscription 1yr,795.49,Expense,INR
2017-10-29 22:24:14,Credit Card,Utilities,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-10-29 22:56:05,Saving Bank account 1,Utilities,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR
2017-11-01 09:02:17,Saving Bank account 1,Health,Medicine,adulsa ( tonic for cough ),90.0,Expense,INR
2017-11-01 09:21:37,Cash,Food,Grocery,3 chips packets + bread,45.0,Expense,INR
2017-11-02 17:42:41,Cash,Other,Pocket money, courier,75.0,Expense,INR
2017-11-02 18:18:42,Cash,Food,snacks,single pav vada,10.0,Expense,INR
2017-11-02 19:20:51,Cash,Other,Pocket money,No Notes,1000.0,Expense,INR
2017-11-03 08:09:33,Cash,Transportation,Train,2 Place 0 to WS returns,20.0,Expense,INR
2017-11-03 12:52:10,Cash,Transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR
2017-11-03 13:29:50,Cash,Food,snacks,bhel + shev puri,60.0,Expense,INR
2017-11-03 18:48:14,Saving Bank account 1,Food,Grocery,1.5 lit milk + 3 cold drink + 1 khari + 1 bread,200.0,Expense,INR
2017-11-05 08:47:22,Saving Bank account 1,Shopping,grooming,Body hair removal cream,318.0,Expense,INR
2017-11-05 09:14:10,Saving Bank account 1,Food,Lunch,Full egg fried rice 100 + chicken lollypop 4 pcs 130,233.0,Expense,INR
2017-11-05 09:30:47,Cash,Food,Tea,No Notes,10.0,Expense,INR
2017-11-05 17:33:48,Saving Bank account 1,Utilities,Tata Sky,No Notes,230.0,Expense,INR
2017-11-06 12:53:37,Saving Bank account 1,Shopping,grooming,hair cut,100.0,Expense,INR
2017-11-06 13:29:56,Saving Bank account 1,Food,Milk,milk 1lit ,64.0,Expense,INR
2017-11-07 12:32:50,Cash,Other,Pocket money,No Notes,1500.0,Expense,INR
2017-11-07 13:58:46,Saving Bank account 1,Food,Ice cream,chocobar,15.0,Expense,INR
2017-11-07 17:47:30,Saving Bank account 1,Education,Stationary,Black Ball pen,10.0,Expense,INR
2017-11-07 20:17:00,Saving Bank account 1,Other,Pocket money,No Notes,5000.0,Expense,INR
2017-11-08 08:55:57,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,60.0,Expense,INR
2017-11-08 09:39:51,Cash,Transportation,auto,within city,100.0,Expense,INR
2017-11-08 12:28:36,Cash,Transportation,Bus,2 CD to Place 1: shivshahi,470.0,Expense,INR
2017-11-08 12:35:42,Cash,Shopping,Laundry,Rakshabandhan ovalini,500.0,Expense,INR
2017-11-08 13:32:29,Cash,Transportation,Bus,2 Place 1 to VN,330.0,Expense,INR
2017-11-09 12:20:24,Saving Bank account 1,Transportation,Travels,2 Place 1 to Place 2 - Novelty tour and travels,2598.0,Expense,INR
2017-11-09 12:40:58,Cash,Transportation,train,Local pass to Family,100.0,Expense,INR
2017-11-09 12:47:48,Cash,Transportation,auto,Current Residence to Place 1 bus stop highway,60.0,Expense,INR
2017-11-09 13:00:34,Saving Bank account 1,Food,snacks,Idli 4 pcs + kachori 4 pcs,93.0,Expense,INR
2017-11-09 13:41:14,Cash,Transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR
2017-11-09 17:42:37,Saving Bank account 1,Other,Pocket money,No Notes,2500.0,Expense,INR
2017-11-09 18:39:49,Saving Bank account 1,Food,Grocery,vegetables,285.0,Expense,INR
2017-11-10 09:22:57,Saving Bank account 1,Transportation,train,Place 2 to Place 3 sevagram,658.6,Expense,INR
2017-11-11 08:06:19,Saving Bank account 1,Food,Milk,Half lit  milk,26.0,Expense,INR
2017-11-11 12:07:26,Saving Bank account 1,Food,Eggs,6 eggs,39.0,Expense,INR
2017-11-13 20:16:48,Saving Bank account 1,Food,Grocery,Shev bhaji sev pav kg,60.0,Expense,INR
2017-11-13 20:17:00,Credit Card,Household,Kirana,Maggie + lizol,268.0,Expense,INR
2017-11-13 20:17:37,Saving Bank account 1,Food,Grocery,onion 1 kg + half kg potato,50.0,Expense,INR
2017-11-13 20:18:06,Saving Bank account 1,Food,Milk,milk 1lit varna,70.0,Expense,INR
2017-11-13 20:18:43,Saving Bank account 1,Household,Kirana,Pani Puri packet + Bundi + chivda,180.0,Expense,INR
2017-11-14 20:19:17,Saving Bank account 1,Food,Grocery,vegetables,160.0,Expense,INR
2017-11-14 22:08:41,Cash,Other,Pocket money,No Notes,770.0,Expense,INR
2017-11-14 22:09:11,Cash,Food,fruits,No Notes,125.0,Expense,INR
2017-11-15 20:43:38,Credit Card,Household,Kirana,Amul butter 52 + Good Day biscuits 43,95.0,Expense,INR
2017-11-15 20:46:03,Saving Bank account 1,Food,Bread,brown bread,25.0,Expense,INR
2017-11-15 20:46:34,Saving Bank account 1,Education,Stationary,Photo paper print,45.0,Expense,INR
2017-11-15 20:47:14,Saving Bank account 1,Household,Kirana,Toast 55 + Kisan Jam 85 + all out 75,209.0,Expense,INR
2017-11-15 20:48:26,Credit Card,Food,Dinner,Home Food Delivery,524.0,Expense,INR
2017-11-16 05:55:14,Saving Bank account 1,Food,Milk,1 lit ,70.0,Expense,INR
2017-11-17 13:37:44,Saving Bank account 1,Food,flour mill,4 kg Gehu,28.0,Expense,INR
2017-11-17 22:25:48,Saving Bank account 1,Household,Kirana,Agarbatti 55 + dahi 25,80.0,Expense,INR
2017-11-17 22:26:31,Saving Bank account 1,Food,Ice cream,Vanila family pack,105.0,Expense,INR
